Title,Year,Rating,Votes,1,2,3,4,5,6,7,8,9,10,WorldwideBox Office
The Prom,2020,5.9,27359.0,2785.0,1480.0,3173.0,4826.0,5368.0,3772.0,2094.0,1368.0,891.0,1602.0,187430.0
Enron: The Smartest Guys in the Room,2005,7.6,18783.0,1526.0,2535.0,6988.0,5229.0,1653.0,470.0,153.0,69.0,53.0,107.0,4854164.0
La habitación de Fermat,2007,6.6,21688.0,899.0,1162.0,3612.0,7537.0,5108.0,1939.0,693.0,345.0,155.0,238.0,1028290.0
The Runaways,2010,6.5,49372.0,4481.0,2843.0,7248.0,14203.0,11435.0,4791.0,1949.0,880.0,539.0,1003.0,4681651.0
Race,2008,6.6,14937.0,1446.0,1217.0,2614.0,3924.0,2508.0,1279.0,610.0,426.0,314.0,599.0,24503269.0
Splice,2009,5.8,97855.0,3059.0,2644.0,8501.0,19431.0,25112.0,17338.0,9316.0,5004.0,3081.0,4369.0,27127620.0
A Boy Called Christmas,2021,6.7,21389.0,2382.0,1564.0,3556.0,6015.0,4446.0,1822.0,649.0,366.0,225.0,364.0,3015925.0
Our Brand Is Crisis,2015,6.1,22511.0,939.0,684.0,2231.0,5849.0,6921.0,3351.0,1192.0,486.0,298.0,560.0,8527658.0
The Sisterhood of the Traveling Pants 2,2008,6.2,29536.0,3008.0,1542.0,3371.0,6280.0,7558.0,3870.0,1706.0,788.0,497.0,916.0,44352417.0
Assassination of a High School President,2008,6.2,16032.0,1098.0,754.0,2104.0,4032.0,3784.0,2021.0,969.0,535.0,301.0,434.0,69564.0
A Serious Man,2009,7.0,143158.0,10912.0,16411.0,33405.0,38980.0,21614.0,9943.0,4601.0,2616.0,1759.0,2917.0,31430334.0
Les misérables,2019,7.6,25161.0,1498.0,3739.0,9435.0,6794.0,2148.0,675.0,300.0,136.0,108.0,328.0,22342519.0
Dylda,2019,7.2,11280.0,739.0,1309.0,3061.0,3066.0,1493.0,661.0,321.0,202.0,154.0,274.0,1591621.0
Selma,2014,7.5,91900.0,8309.0,12014.0,28995.0,26480.0,9551.0,3048.0,1011.0,483.0,404.0,1605.0,66787908.0
Eden Lake,2008,6.7,85790.0,5512.0,6417.0,17427.0,25789.0,14929.0,6549.0,3072.0,1934.0,1370.0,2791.0,3984669.0
Centurion,2010,6.3,83213.0,4036.0,3325.0,10709.0,24022.0,22875.0,10419.0,4090.0,1813.0,893.0,1031.0,6890432.0
Copie conforme,2010,7.2,24839.0,2580.0,3510.0,6386.0,5849.0,3160.0,1493.0,753.0,448.0,276.0,384.0,7736632.0
Akinjeon,2019,6.9,14991.0,1245.0,1052.0,3084.0,5570.0,2713.0,742.0,260.0,89.0,56.0,180.0,25775371.0
Lesbian Vampire Killers,2009,5.1,20256.0,1060.0,556.0,1397.0,2801.0,3989.0,3592.0,2463.0,1697.0,1173.0,1528.0,3276702.0
Agent Sai Srinivasa Athreya,2019,8.3,14151.0,5274.0,3719.0,3047.0,1316.0,377.0,119.0,46.0,27.0,44.0,182.0,4454.0
Marry Me,2022,6.1,30691.0,2702.0,1340.0,3520.0,6702.0,7585.0,4098.0,1819.0,1069.0,649.0,1207.0,50445940.0
(500) Days of Summer,2009,7.7,514219.0,68362.0,86869.0,157932.0,116456.0,47170.0,18550.0,7960.0,3927.0,2590.0,4403.0,60800444.0
Jolt,2021,5.6,31019.0,1547.0,890.0,2435.0,5348.0,7912.0,6021.0,2961.0,1680.0,958.0,1267.0,238524.0
The Dark and the Wicked,2020,6.1,17314.0,801.0,851.0,2355.0,3939.0,4060.0,2461.0,1222.0,648.0,399.0,578.0,463279.0
Never Back Down,2008,6.5,102074.0,13654.0,7051.0,16323.0,26328.0,19199.0,8933.0,4102.0,2181.0,1451.0,2852.0,41627431.0
The Way Back,2010,7.3,117096.0,9838.0,12851.0,34504.0,37893.0,14542.0,4351.0,1334.0,671.0,404.0,708.0,24172201.0
Step Up 2: The Streets,2008,6.2,87964.0,10354.0,8700.0,10358.0,17318.0,19364.0,10264.0,4290.0,2181.0,1501.0,3634.0,150988382.0
Il divo,2008,7.3,18056.0,1282.0,2235.0,5642.0,5118.0,2204.0,792.0,312.0,179.0,112.0,180.0,11260366.0
Doghouse,2009,6.0,22241.0,1322.0,807.0,2523.0,5018.0,5574.0,3210.0,1611.0,894.0,531.0,751.0,179836.0
Last Seen Alive,2022,5.6,16242.0,685.0,312.0,1047.0,2717.0,4824.0,3468.0,1519.0,734.0,459.0,477.0,5929250.0
Wild Child,2008,6.1,57936.0,6574.0,3294.0,6874.0,11647.0,13575.0,7962.0,3797.0,1833.0,1060.0,1320.0,21972336.0
Argo,2012,7.7,613800.0,50878.0,104405.0,218149.0,153649.0,49522.0,16439.0,6312.0,3627.0,2640.0,8179.0,232325503.0
Choke,2008,6.4,32737.0,1865.0,1767.0,5241.0,9239.0,7557.0,3594.0,1625.0,764.0,461.0,624.0,3982459.0
Om Shanti Om,2007,6.7,43999.0,10271.0,3651.0,6085.0,8423.0,5903.0,3150.0,1618.0,945.0,817.0,3136.0,39997274.0
Gemini Man,2019,5.7,113868.0,4186.0,2633.0,8622.0,22468.0,32601.0,21859.0,9842.0,5082.0,2661.0,3914.0,173469516.0
Hytti nro 6,2021,7.3,10284.0,607.0,1155.0,3075.0,3205.0,1331.0,444.0,161.0,100.0,69.0,137.0,2585151.0
Land,2021,6.6,10726.0,850.0,665.0,1991.0,3296.0,2241.0,892.0,341.0,184.0,103.0,163.0,3164246.0
The Father,2020,8.2,150274.0,26773.0,42592.0,49163.0,21101.0,6079.0,2027.0,777.0,525.0,381.0,856.0,24680830.0
Wall Street: Money Never Sleeps,2010,6.2,103279.0,3876.0,3238.0,11192.0,28691.0,31271.0,14385.0,5472.0,2283.0,1228.0,1643.0,134748021.0
Swing Vote,2008,6.1,18844.0,988.0,638.0,1918.0,4322.0,5334.0,2816.0,1221.0,575.0,338.0,694.0,17635397.0
Death Proof,2007,7.0,291562.0,25060.0,28945.0,67368.0,84146.0,43171.0,18576.0,8908.0,5357.0,3663.0,6368.0,31126421.0
Hachi: A Dog's Tale,2009,8.1,284293.0,72754.0,58703.0,77254.0,45043.0,16531.0,6349.0,2521.0,1535.0,1150.0,2453.0,46749646.0
Secretariat,2010,7.2,28807.0,3775.0,3264.0,6877.0,8296.0,3824.0,1357.0,511.0,241.0,196.0,466.0,60321861.0
Druk,2020,7.7,155075.0,14812.0,26840.0,57565.0,37872.0,11571.0,3377.0,1200.0,634.0,385.0,819.0,12741515.0
Henry Poole Is Here,2008,6.4,12753.0,1104.0,881.0,2022.0,3130.0,2612.0,1330.0,626.0,369.0,279.0,400.0,1923800.0
Krrish 3,2013,5.3,23430.0,4540.0,1235.0,1809.0,2637.0,3198.0,2902.0,1807.0,1275.0,1082.0,2945.0,4170204.0
Martyrs,2008,7.0,95085.0,11753.0,12548.0,21733.0,21692.0,11186.0,5844.0,3190.0,2094.0,1650.0,3395.0,1149138.0
Max Manus,2008,7.3,28393.0,3002.0,3384.0,8078.0,8515.0,3294.0,1015.0,367.0,206.0,131.0,401.0,15384282.0
The Power of the Dog,2021,6.8,171815.0,9516.0,15436.0,37701.0,46997.0,29576.0,13985.0,6600.0,4097.0,2818.0,5089.0,271009.0
Poltergeist,2015,4.9,58635.0,2370.0,801.0,2404.0,5717.0,11086.0,13928.0,9256.0,5668.0,3461.0,3944.0,95437994.0
Lightyear,2022,6.0,98717.0,8024.0,3959.0,10251.0,19387.0,18232.0,8774.0,3822.0,2495.0,2412.0,21361.0,226104218.0
Survive the Night,2020,4.1,11371.0,2565.0,1719.0,1043.0,747.0,558.0,1061.0,1124.0,887.0,649.0,1018.0,220371.0
Amsterdam,2022,6.2,11690.0,938.0,606.0,1586.0,2665.0,2367.0,1354.0,806.0,432.0,316.0,620.0,22375028.0
Force of Nature,2020,4.6,11495.0,338.0,107.0,283.0,828.0,1861.0,2595.0,2271.0,1360.0,909.0,943.0,638221.0
Chehre,2021,6.4,27338.0,17065.0,1379.0,925.0,1252.0,1204.0,924.0,440.0,358.0,327.0,3464.0,181375.0
Fatman,2020,5.9,25136.0,1526.0,844.0,2457.0,5224.0,6497.0,4036.0,1952.0,1017.0,609.0,974.0,1651413.0
Splinter,2008,6.1,38093.0,1725.0,1339.0,4322.0,9240.0,10466.0,5492.0,2609.0,1334.0,740.0,826.0,522497.0
Becky,2020,5.9,17234.0,773.0,532.0,1626.0,3653.0,4594.0,2873.0,1309.0,679.0,459.0,736.0,1045873.0
The Rocker,2008,6.2,38981.0,2388.0,1584.0,4549.0,10071.0,10320.0,5487.0,2236.0,1027.0,520.0,799.0,8808935.0
The Contractor,2022,5.8,19770.0,786.0,403.0,1404.0,3822.0,6316.0,4143.0,1531.0,635.0,328.0,402.0,2122288.0
Article 15,2019,8.1,33872.0,10077.0,7946.0,8320.0,4139.0,1237.0,425.0,168.0,133.0,136.0,1291.0,734514.0
The Forever Purge,2021,5.4,33889.0,1560.0,736.0,2006.0,4892.0,8353.0,7296.0,3751.0,1967.0,1282.0,2046.0,76994245.0
The Warrior's Way,2010,6.2,26525.0,2226.0,1470.0,3698.0,6428.0,6096.0,3131.0,1549.0,775.0,499.0,653.0,11103434.0
RocknRolla,2008,7.2,252802.0,23983.0,30632.0,71757.0,73309.0,31605.0,11556.0,4406.0,2229.0,1219.0,2106.0,25740863.0
"I Love You, Beth Cooper",2009,5.3,35671.0,2268.0,882.0,2364.0,5013.0,7891.0,7444.0,4228.0,2318.0,1469.0,1794.0,15821907.0
Powder Blue,2009,6.2,14861.0,1092.0,804.0,2001.0,3556.0,3566.0,1855.0,863.0,472.0,268.0,384.0,17835.0
Tyson,2008,7.4,12670.0,1538.0,1508.0,4027.0,3369.0,1325.0,445.0,154.0,64.0,52.0,188.0,964920.0
Love and Other Impossible Pursuits,2009,6.3,19352.0,1040.0,888.0,2570.0,5398.0,5278.0,2316.0,894.0,426.0,210.0,332.0,1451343.0
"4 luni, 3 saptamâni si 2 zile",2007,7.9,60577.0,11042.0,11942.0,18050.0,10913.0,4070.0,1641.0,760.0,471.0,385.0,1303.0,10174839.0
Bikur Ha-Tizmoret,2007,7.5,13648.0,1416.0,2046.0,4465.0,3328.0,1404.0,475.0,177.0,101.0,78.0,158.0,14587587.0
Censor,2021,6.0,15850.0,388.0,525.0,1888.0,3739.0,4036.0,2400.0,1291.0,673.0,354.0,556.0,361699.0
The Descendants,2011,7.3,242510.0,13974.0,26739.0,70932.0,76170.0,33376.0,11462.0,4325.0,2153.0,1264.0,2115.0,177243185.0
What Happens in Vegas,2008,6.1,177698.0,10591.0,7252.0,19373.0,40657.0,49605.0,26799.0,11296.0,5411.0,2926.0,3788.0,219375562.0
Gamer,2009,5.7,135388.0,6018.0,4309.0,12221.0,26493.0,35330.0,24326.0,12162.0,6582.0,3883.0,4064.0,40828540.0
Etharkkum Thunindhavan,2022,6.5,12511.0,6360.0,781.0,872.0,1137.0,953.0,602.0,326.0,200.0,160.0,1120.0,3266724.0
Spiral: From the Book of Saw,2021,5.2,53339.0,2395.0,1094.0,3197.0,7309.0,12023.0,11302.0,6560.0,4054.0,2450.0,2955.0,40618920.0
Defiance,2008,7.1,148675.0,10339.0,13886.0,40384.0,50613.0,20849.0,6621.0,2378.0,1076.0,680.0,1849.0,51262751.0
Iron Sky,2012,5.9,94451.0,7788.0,5284.0,11316.0,17878.0,19018.0,13092.0,7848.0,4865.0,3164.0,4198.0,10109659.0
Righteous Kill,2008,6.0,88674.0,4336.0,2647.0,8675.0,20618.0,25314.0,13780.0,6400.0,3137.0,1763.0,2004.0,79498846.0
Cold Skin,2017,6.0,15979.0,682.0,481.0,1710.0,3672.0,4658.0,2595.0,1038.0,477.0,273.0,393.0,737478.0
The Eagle,2011,6.2,70782.0,3513.0,2479.0,7928.0,19033.0,20695.0,10033.0,3768.0,1553.0,793.0,987.0,37989684.0
Suspiria,2018,6.7,78160.0,6308.0,8290.0,15927.0,18479.0,12425.0,6501.0,3530.0,2196.0,1558.0,2946.0,7942093.0
Laxmii,2020,2.6,57431.0,8950.0,1503.0,612.0,633.0,706.0,979.0,955.0,1208.0,2364.0,39521.0,623913.0
Coco avant Chanel,2009,6.7,40767.0,2622.0,2584.0,6879.0,13248.0,9732.0,3412.0,1214.0,476.0,240.0,360.0,50812934.0
After We Collided,2020,5.0,32090.0,7298.0,1342.0,2203.0,3169.0,4005.0,4309.0,2833.0,2056.0,1711.0,3164.0,47990414.0
CODA,2021,8.0,128620.0,25260.0,31428.0,40503.0,20226.0,6504.0,2090.0,862.0,455.0,374.0,918.0,1608201.0
Verdens verste menneske,2021,7.8,62919.0,6971.0,13116.0,21061.0,13285.0,4682.0,1718.0,715.0,416.0,313.0,642.0,12486389.0
Verdens verste menneske,2021,7.8,62964.0,6974.0,13125.0,21073.0,13294.0,4688.0,1722.0,716.0,416.0,314.0,642.0,12486389.0
Flashbacks of a Fool,2008,6.8,12579.0,1253.0,1122.0,2415.0,3629.0,2238.0,985.0,406.0,211.0,112.0,208.0,1117269.0
The Book of Eli,2010,6.8,318679.0,23796.0,26145.0,65475.0,98420.0,58686.0,24069.0,9960.0,4912.0,2995.0,4221.0,157107755.0
Mammoth,2009,6.8,10139.0,747.0,861.0,2155.0,2865.0,1836.0,795.0,316.0,175.0,149.0,240.0,2033946.0
La odisea de los giles,2019,7.2,10974.0,717.0,1027.0,3110.0,3813.0,1554.0,416.0,148.0,75.0,31.0,83.0,7365986.0
Legion,2010,5.2,105710.0,5380.0,2546.0,6871.0,14354.0,22526.0,22587.0,13361.0,7879.0,4810.0,5396.0,67918658.0
The Bounty Hunter,2010,5.5,128418.0,5847.0,3237.0,8900.0,20601.0,35172.0,28370.0,12971.0,6343.0,3539.0,3438.0,136333522.0
[Rec],2007,7.4,180937.0,18444.0,25063.0,54533.0,45490.0,19327.0,8120.0,3775.0,2289.0,1486.0,2410.0,32511655.0
Jayeshbhai Jordaar,2022,6.0,42955.0,21204.0,6499.0,6271.0,3916.0,1087.0,727.0,336.0,270.0,272.0,2373.0,1924567.0
BAC Nord,2020,6.9,10700.0,483.0,759.0,2452.0,3881.0,1944.0,602.0,211.0,110.0,77.0,181.0,18066143.0
The Proposal,2009,6.7,328181.0,30089.0,25289.0,57884.0,97600.0,69268.0,28116.0,10592.0,4464.0,2352.0,2527.0,317375031.0
Awake,2021,4.9,22021.0,687.0,326.0,916.0,2137.0,4068.0,5130.0,3541.0,2222.0,1396.0,1598.0,175141.0
Cadillac Records,2008,7.0,21981.0,2257.0,1947.0,4821.0,7091.0,3497.0,1205.0,439.0,194.0,147.0,383.0,8883644.0
Yedinci Kogustaki Mucize,2019,8.2,48917.0,16423.0,10621.0,11006.0,5852.0,2201.0,985.0,456.0,283.0,236.0,854.0,17163660.0
The Legend of Hercules,2014,4.2,54782.0,3157.0,949.0,2092.0,3888.0,6658.0,9511.0,9035.0,7029.0,5172.0,7291.0,61279452.0
Silver Linings Playbook,2012,7.7,707686.0,84816.0,124699.0,229966.0,162126.0,61420.0,22459.0,8983.0,4675.0,3049.0,5493.0,236412453.0
Happy-Go-Lucky,2008,7.0,39748.0,2955.0,4424.0,9360.0,10948.0,5706.0,2653.0,1396.0,832.0,602.0,872.0,18696602.0
I Love You Phillip Morris,2009,6.6,96371.0,6279.0,6281.0,16941.0,28633.0,19632.0,8538.0,3804.0,1973.0,1349.0,2941.0,20768906.0
Year One,2009,4.9,98751.0,4264.0,2009.0,5500.0,11780.0,18954.0,20186.0,14289.0,9476.0,6117.0,6176.0,62357900.0
My Best Friend's Girl,2008,5.8,44645.0,2833.0,1765.0,4311.0,8779.0,11451.0,7463.0,3467.0,1805.0,1117.0,1654.0,41624687.0
G.I. Joe: The Rise of Cobra,2009,5.7,209180.0,11988.0,7553.0,20199.0,40146.0,50468.0,34847.0,18180.0,10718.0,6710.0,8371.0,302469017.0
Last Chance Harvey,2008,6.6,21670.0,1106.0,1182.0,3636.0,7067.0,5159.0,2022.0,743.0,341.0,186.0,228.0,32568427.0
Miracle at St. Anna,2008,6.1,18703.0,1756.0,1115.0,2434.0,3522.0,3589.0,2183.0,1156.0,797.0,582.0,1569.0,9333654.0
Parental Guidance,2012,6.0,26065.0,2330.0,1293.0,2947.0,5337.0,6529.0,3658.0,1643.0,926.0,577.0,825.0,119772232.0
Black Christmas,2019,3.5,16593.0,483.0,151.0,360.0,740.0,1285.0,1974.0,2417.0,2351.0,2209.0,4623.0,18529730.0
Howl,2010,6.7,13074.0,1020.0,1041.0,2582.0,3649.0,2483.0,1098.0,493.0,262.0,154.0,292.0,1614810.0
Up,2009,8.3,1036798.0,203728.0,266723.0,313143.0,162476.0,53258.0,18104.0,7264.0,3775.0,2675.0,5652.0,735099102.0
The Blue Elephant 2,2019,8.1,10031.0,4703.0,1869.0,1558.0,912.0,379.0,174.0,89.0,62.0,51.0,234.0,713957.0
Lootcase,2020,7.6,17638.0,4029.0,3057.0,4662.0,3442.0,1335.0,486.0,165.0,93.0,79.0,290.0,3696.0
Goosebumps,2015,6.3,89233.0,5480.0,3274.0,10751.0,24635.0,25611.0,11532.0,4233.0,1766.0,844.0,1107.0,158261424.0
The Invisible Man,2020,7.1,227059.0,12886.0,19831.0,57414.0,74209.0,35298.0,13545.0,5515.0,3040.0,1939.0,3382.0,144492724.0
Kabadayi,2007,7.8,22635.0,4766.0,3795.0,6668.0,4145.0,1667.0,593.0,274.0,156.0,105.0,466.0,14760067.0
De slag om de Schelde,2020,7.1,29203.0,1529.0,2319.0,7836.0,10580.0,4582.0,1351.0,452.0,205.0,113.0,236.0,6000546.0
Repo Men,2010,6.3,107240.0,4718.0,4664.0,14847.0,29776.0,27607.0,13329.0,5804.0,2856.0,1609.0,2030.0,18409891.0
The Big Year,2011,6.2,45677.0,2377.0,1822.0,5589.0,11550.0,12457.0,6497.0,2626.0,1203.0,717.0,839.0,8179416.0
The Midnight Sky,2020,5.6,83371.0,2406.0,2019.0,6481.0,14861.0,20849.0,16717.0,8453.0,4896.0,3058.0,3631.0,70018.0
Desert Flower,2009,7.3,13393.0,1766.0,1693.0,3750.0,3566.0,1552.0,551.0,211.0,96.0,51.0,157.0,14682943.0
Flash of Genius,2008,7.0,17274.0,1183.0,1229.0,3769.0,6346.0,3085.0,956.0,321.0,127.0,67.0,191.0,4802953.0
The Imaginarium of Doctor Parnassus,2009,6.8,149944.0,12189.0,12349.0,29536.0,42789.0,27646.0,13012.0,5542.0,2900.0,1698.0,2283.0,61808775.0
Life as We Know It,2010,6.5,132764.0,11735.0,8544.0,20182.0,37230.0,31648.0,13293.0,5164.0,2285.0,1174.0,1509.0,105734416.0
Transformers: Revenge of the Fallen,2009,5.9,407177.0,35688.0,21696.0,48366.0,83366.0,87166.0,50781.0,27829.0,17974.0,13755.0,20556.0,836303693.0
Dara iz Jasenovca,2020,8.2,81000.0,72852.0,1421.0,969.0,765.0,461.0,290.0,179.0,158.0,236.0,3669.0,52786.0
Invictus,2009,7.3,160186.0,11501.0,17932.0,48185.0,51898.0,19919.0,6087.0,2085.0,910.0,537.0,1132.0,122426792.0
Master,2021,7.3,75560.0,44517.0,6081.0,5834.0,5142.0,3049.0,1820.0,887.0,655.0,723.0,6852.0,28692230.0
The Invention of Lying,2009,6.3,141781.0,6796.0,6878.0,19265.0,39594.0,36271.0,17209.0,7416.0,3543.0,2003.0,2806.0,32406507.0
Eagle Eye,2008,6.6,187755.0,10396.0,10341.0,30326.0,59803.0,44045.0,18030.0,7375.0,3310.0,1902.0,2227.0,178767383.0
Dhaakad,2022,4.0,11564.0,4264.0,1183.0,1432.0,156.0,205.0,211.0,162.0,156.0,255.0,3540.0,27357.0
Transit,2012,5.7,11332.0,761.0,354.0,934.0,2056.0,3074.0,2055.0,950.0,510.0,246.0,392.0,663432.0
Cloverfield,2008,7.0,399348.0,38698.0,42402.0,89508.0,106998.0,57872.0,26150.0,12803.0,7680.0,5561.0,11676.0,172394180.0
#Saraitda,2020,6.3,39759.0,2017.0,1313.0,4681.0,11386.0,11465.0,4927.0,1867.0,930.0,477.0,696.0,13432212.0
Minari,2020,7.4,80662.0,6018.0,10795.0,25546.0,23545.0,9184.0,3067.0,1063.0,519.0,304.0,621.0,12019408.0
Die Welle,2008,7.6,109595.0,8385.0,16483.0,39555.0,29547.0,9933.0,3090.0,1185.0,540.0,334.0,543.0,32350637.0
Thor: Love and Thunder,2022,6.4,293594.0,25357.0,15592.0,40952.0,68830.0,58967.0,32651.0,16760.0,10455.0,7542.0,16488.0,760745764.0
Bienvenue chez les Ch'tis,2008,7.1,42420.0,3073.0,4491.0,10859.0,13362.0,5997.0,2197.0,975.0,562.0,386.0,518.0,245144417.0
Boyhood,2014,7.9,354462.0,57577.0,72925.0,96468.0,66284.0,29792.0,13023.0,6051.0,3791.0,2707.0,5844.0,48137666.0
Halloween Kills,2021,5.5,83364.0,6877.0,2961.0,7391.0,12723.0,16860.0,14063.0,8492.0,5422.0,3546.0,5029.0,131647155.0
Halloween Ends,2022,5.0,36521.0,2305.0,858.0,2292.0,4227.0,5915.0,6153.0,4549.0,3484.0,2616.0,4122.0,85841041.0
A Christmas Carol,2009,6.8,115605.0,10522.0,8329.0,20318.0,34361.0,23443.0,9956.0,4081.0,1989.0,1059.0,1547.0,325286646.0
Water for Elephants,2011,6.9,116882.0,11507.0,9765.0,23928.0,36177.0,20817.0,7870.0,3043.0,1417.0,897.0,1461.0,117094902.0
"Patrik 1,5",2008,6.9,10030.0,988.0,999.0,2026.0,2819.0,1799.0,769.0,272.0,126.0,82.0,150.0,3259068.0
Adult World,2013,6.1,17941.0,1088.0,735.0,1947.0,4309.0,4979.0,2600.0,1159.0,499.0,272.0,353.0,37887.0
Monte Carlo,2011,5.8,45407.0,6005.0,2046.0,4204.0,7365.0,9972.0,7599.0,3729.0,1726.0,1068.0,1693.0,39782683.0
Footloose,2011,5.8,50304.0,5489.0,2620.0,5331.0,8856.0,10794.0,7614.0,3713.0,1993.0,1307.0,2587.0,63543328.0
The Burning Plain,2008,6.8,20356.0,1262.0,1299.0,3999.0,6885.0,4050.0,1600.0,531.0,263.0,152.0,315.0,5642478.0
Entre les murs,2008,7.5,35559.0,2504.0,5056.0,11576.0,9761.0,3821.0,1376.0,564.0,276.0,245.0,380.0,29303505.0
Il y a longtemps que je t'aime,2008,7.6,20373.0,1923.0,3300.0,7018.0,4987.0,1754.0,664.0,273.0,143.0,124.0,187.0,22274095.0
Veronika Decides to Die,2009,6.3,12752.0,1397.0,854.0,1802.0,2982.0,2663.0,1477.0,730.0,340.0,231.0,276.0,1709178.0
Yes Man,2008,6.8,362458.0,23480.0,24046.0,67926.0,124602.0,75880.0,28121.0,9879.0,4047.0,2080.0,2397.0,223241637.0
The Electrical Life of Louis Wain,2021,6.8,14389.0,1564.0,1216.0,2842.0,4196.0,2720.0,961.0,397.0,174.0,94.0,225.0,1509173.0
Okuribito,2008,8.0,52363.0,9222.0,12655.0,16611.0,8534.0,2765.0,1117.0,470.0,256.0,202.0,531.0,74236951.0
The Harder They Fall,2021,6.6,62367.0,7231.0,4501.0,10772.0,15556.0,11214.0,5153.0,2457.0,1522.0,1180.0,2781.0,8292.0
Stillwater,2021,6.6,43160.0,1820.0,2003.0,6975.0,14641.0,10586.0,3890.0,1337.0,650.0,382.0,876.0,19754272.0
Wolf,2021,5.5,11699.0,4742.0,2849.0,1359.0,775.0,561.0,472.0,306.0,209.0,144.0,282.0,565825.0
K.G.F: Chapter 2,2022,8.4,129037.0,94235.0,11298.0,7257.0,4371.0,2468.0,1588.0,845.0,773.0,822.0,5380.0,89123940.0
Bachchhan Paandey,2022,5.2,35588.0,12983.0,4073.0,2473.0,1068.0,1263.0,1137.0,845.0,895.0,1124.0,9727.0,7387882.0
Ponniyin Selvan: Part One,2022,8.3,24863.0,15930.0,3696.0,1624.0,891.0,471.0,302.0,172.0,153.0,186.0,1438.0,21829487.0
Colectiv,2019,8.1,12266.0,2620.0,2725.0,3723.0,1937.0,653.0,235.0,85.0,56.0,50.0,182.0,200041.0
Feel the Beat,2020,6.3,11540.0,1111.0,601.0,1509.0,2771.0,2868.0,1460.0,558.0,274.0,149.0,239.0,207678.0
Ghost Rider: Spirit of Vengeance,2011,4.3,120157.0,6829.0,1738.0,4166.0,8543.0,15593.0,22820.0,21597.0,15877.0,10744.0,12250.0,132563930.0
Winchester,2018,5.4,34402.0,1424.0,766.0,2387.0,5498.0,8473.0,7566.0,3914.0,2153.0,1223.0,998.0,44019588.0
The Descent: Part 2,2009,5.7,47969.0,2415.0,1320.0,3829.0,8858.0,13228.0,9070.0,4378.0,2258.0,1316.0,1297.0,7048886.0
Don't Worry Darling,2022,6.2,36642.0,3117.0,2154.0,5534.0,8231.0,6458.0,3344.0,1827.0,993.0,884.0,4100.0,83379000.0
Malignant,2020,6.2,89314.0,6516.0,4792.0,13221.0,20975.0,17572.0,10325.0,5844.0,3826.0,2584.0,3659.0,34892041.0
Nothing But the Truth,2008,7.2,38413.0,2638.0,3595.0,10041.0,13149.0,5625.0,1775.0,626.0,300.0,210.0,454.0,409832.0
Meet the Spartans,2008,2.8,108342.0,6302.0,3680.0,2371.0,3904.0,5570.0,7654.0,8765.0,11741.0,15807.0,42548.0,85897593.0
Satyameva Jayate 2,2021,4.1,15766.0,5428.0,1888.0,381.0,407.0,273.0,413.0,359.0,450.0,727.0,5440.0,77734.0
Skyfall,2012,7.8,695277.0,84834.0,129672.0,233544.0,152701.0,54793.0,19112.0,7640.0,4197.0,2672.0,6112.0,1108569499.0
Race to Witch Mountain,2009,5.7,60196.0,3419.0,1498.0,4286.0,9937.0,17027.0,13033.0,5641.0,2565.0,1298.0,1492.0,106387141.0
Xin Su shi jian,2009,6.9,12831.0,1222.0,1033.0,2786.0,4028.0,2090.0,871.0,336.0,147.0,99.0,219.0,5461200.0
Jonah Hex,2010,4.7,59378.0,2175.0,726.0,2185.0,5279.0,10513.0,13651.0,10608.0,6430.0,4019.0,3792.0,10903312.0
Johnny Gaddaar,2007,7.9,12475.0,1939.0,2571.0,3991.0,2423.0,780.0,276.0,105.0,65.0,56.0,269.0,1109943.0
Planet Terror,2007,7.1,211693.0,19432.0,21731.0,51101.0,58433.0,30528.0,13482.0,6288.0,3733.0,2481.0,4484.0,11446172.0
Dark Shadows,2012,6.2,268066.0,17511.0,10828.0,30759.0,65549.0,70777.0,38507.0,17383.0,8073.0,4090.0,4589.0,245527149.0
Boy A,2007,7.6,37897.0,4080.0,6147.0,12745.0,9345.0,3355.0,1131.0,414.0,226.0,126.0,328.0,1202375.0
My Sister's Keeper,2009,7.3,93886.0,11943.0,12119.0,25304.0,24831.0,11044.0,4316.0,1774.0,893.0,576.0,1086.0,95714875.0
Night at the Museum: Battle of the Smithsonian,2009,6.0,197085.0,8970.0,5671.0,17478.0,42156.0,63084.0,35441.0,13441.0,5585.0,2683.0,2576.0,413106170.0
Couples Retreat,2009,5.5,109119.0,4062.0,2591.0,7552.0,17633.0,29338.0,24266.0,11489.0,5898.0,3322.0,2968.0,171844840.0
Ice Age: Dawn of the Dinosaurs,2009,6.9,245671.0,19868.0,17774.0,47794.0,83711.0,45727.0,17904.0,6813.0,2963.0,1459.0,1658.0,886686817.0
Valimai,2022,6.0,18936.0,9261.0,1072.0,1046.0,1168.0,1104.0,830.0,457.0,353.0,319.0,3326.0,13276393.0
The Kashmir Files,2022,8.3,559458.0,513318.0,7536.0,2915.0,1745.0,1042.0,930.0,605.0,770.0,1363.0,29234.0,24821898.0
Fighting,2009,5.5,33346.0,1868.0,743.0,2102.0,5494.0,9015.0,7019.0,3241.0,1619.0,910.0,1335.0,32482728.0
The Belko Experiment,2016,6.1,51781.0,1981.0,1678.0,5474.0,13101.0,15088.0,7885.0,3329.0,1480.0,776.0,989.0,11084630.0
